MfrDB/MfrDB1045	2 + 3
KAIST/TrainData2_11_sub_63	\frac{1}{a} F \left( a x + b \right) + C
MfrDB/MfrDB2860	{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{k}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}
KAIST/KME2G3_18_sub_74	\int_{\log 3}^0 \frac 1 {e^t + 1} d t
MathBrush/200925-1126-4	 { { - E } - \mbox { c } \left ( \mbox { x } \right ) } 
HAMEX/formulaire001-equation070	76 \pm ((41 + 118) \times 124) \times 130
MathBrush/2009210-947-44	 \sin \left ( \frac { \pi } { 4 } \right ) = \frac { 1 } { \sqrt { 2 } } 
MathBrush/200923-131-207	 \sum { { \mbox { B } + z } } 
MfrDB/MfrDB2803	A ( x ) = \frac{1}{x} + \frac{1}{{x^{2}}} + B ( x )
MathBrush/2009212-952-117	 { \cdots + \mbox { s } } 
MfrDB/MfrDB1438	\frac{{2^{5}}}{3 + 1}
KAIST/TrainData2_11_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
MathBrush/2009213-137-158	 { Y } _ { { \mbox { zH } } _ { \mbox { o } } } 
MfrDB/MfrDB3563	f^{'} ( x ) = \frac{1}{2 \sqrt{x}}
MfrDB/MfrDB2838	\sqrt{{x^{2}}} = | x |
MathBrush/200924-1312-176	 { \cdots + \sqrt { r } } 
HAMEX/formulaire017-equation073	b(1)
HAMEX/formulaire016-equation072	l(1-\cos(\theta_0) )= (l-a)(1-\cos(\theta))
MathBrush/200924-1312-22	 \frac { \mbox { V } } { { \cdots + \mbox { N } } } 
MfrDB/MfrDB3300	{( \frac{1 + {x^{2}}}{1 + {y^{2}}} )^{k}} \leq {2^{| t |}} {( 1 + {( x - y )^{2}} )^{| t |}}
MfrDB/MfrDB1731	\lim_{n \to \infty} {n^{\frac{1}{n}}} = 1
MathBrush/200924-1312-135	 { z } _ { \mbox { g } } 
MfrDB/MfrDB2388	\frac{5}{x + 1} + \frac{5}{{x^{2}} + x}
MathBrush/200922-947-177	 \mbox { t } 
KAIST/KME2G3_7_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
KAIST/TrainData2_12_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
MfrDB/MfrDB2549	\sin x = \sin ( x + 2 \pi k )
HAMEX/formulaire001-equation069	f(z)=\sum_{n=0}^{\infty}a_n(z-a)^n
MathBrush/200923-1556-138	 { \mbox { b } + { \pi } ^ { X } } 
HAMEX/formulaire032-equation061	\alpha(c)
MathBrush/200923-1251-185	 d \left ( \mbox { A } \right ) 
MfrDB/MfrDB3461	\sqrt{{x^{2}}} = | x |
expressmatch/92_rosario	y = \frac{x\prime\sin\theta+y\prime\sin(w\prime+\theta)}{\sin w}
expressmatch/76_Fabricio	a = b \cos C + c \cos B
KAIST/TrainData2_9_sub_13	\frac{\sin \theta + \cos \theta + \tan \theta}{x + y + z}
KAIST/KME2G3_27_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
MathBrush/200926-131-167	 \mbox { vF } 
HAMEX/formulaire013-equation034	\forall x \in X
MfrDB/MfrDB1405	\frac{1}{2} x = 10
MfrDB/MfrDB1841	l o g 5 + \log 4 x = 2
HAMEX/formulaire036-equation032	X_{p+1}
HAMEX/formulaire033-equation018	\cos^2(x)=1-\sin^2(x)
expressmatch/124_silas	\sum_{i=1}^k \frac{x^{a_i}}{1-x^{b_i}} = \frac{1}{1-x}
HAMEX/formulaire034-equation017	\alpha_{b,c}
HAMEX/formulaire016-equation067	y=v\sin(u)
MathBrush/2009220-1327-56	 2 \alpha + 3 \sqrt { \beta } 
HAMEX/formulaire038-equation055	65 + 28 + 151
MathBrush/200922-947-58	 { \sqrt { y } } ^ { \left ( 0.0 \right ) } 
HAMEX/formulaire024-equation053	\frac{5}{n} = \frac{1}{a}+\frac{1}{b}+\frac{1}{c}
MathBrush/200923-1254-80	 e ^ { \int x ^ 2 d x } 
HAMEX/formulaire022-equation022	p_1 + p_2 + p_3 = {p_1}^2 + {p_2}^2 + {p_3}^2 = 1
MathBrush/200923-131-290	 4277 
KAIST/TrainData2_6_sub_29	x^{i + 2 j \times k^{3} - 2 \frac{j}{i}}
MfrDB/MfrDB3072	\sum_{n = 0}^{\infty} f_{n} ( x )
KAIST/TrainData2_1_sub_15	\left( x^{3} - x^{2} - x \right) \left( 2 x - 7 \right)
MathBrush/200923-1553-44	 \sin \left ( \frac { \pi } { 4 } \right ) = \frac { 1 } { \sqrt { 2 } } 
MathBrush/200922-949-174	 \mbox { e } 
MathBrush/200923-131-33	 80 
KAIST/TrainData2_21_sub_1	x_{1} + x_{2} = x_{3}
HAMEX/formulaire003-equation002	p(s_i,s_j)
KAIST/KME2G3_14_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
HAMEX/formulaire026-equation057	\theta_x,\theta_y,\theta_z
MathBrush/200923-1553-155	 \int { \mbox { l } } ^ { \mbox { B } } d \beta 
HAMEX/formulaire015-equation001	c = 13
MfrDB/MfrDB2928	{( x + 1 )^{n + 1}} = ( x + 1 ) {( x + 1 )^{n}}
HAMEX/formulaire033-equation016	3-\alpha
MathBrush/200922-947-48	 \sin \left ( \frac { \pi } { 3 } \right ) = \frac { 1 } { 2 } 
HAMEX/formulaire007-equation023	8y_{i+1}
HAMEX/formulaire024-equation021	n_1 \sin(\theta_1) = n_2 \sin(\theta_2)
HAMEX/formulaire017-equation058	(2\sqrt{21}-9 )x^{2}+x+3\sqrt{21}-13-(5\sqrt{7}-7\sqrt{3})i = 0
HAMEX/formulaire034-equation008	n(n+1)
HAMEX/formulaire032-equation054	p_h-p
HAMEX/formulaire014-equation066	k^{-3}
expressmatch/93_leissi	r(r_0 \sin(\theta - \theta_0)- r_1 \sin (\theta - \theta_1) ) = r_0 r_1 \sin (\theta_1 - \theta_0)
expressmatch/118_caue	P(x) = \sum_{i=0}^{n} a_j x^j
MathBrush/2009213-139-42	 \frac { 1 } { 3 } \pi r ^ 2 h 
MathBrush/200923-1254-377	 3.8 
HAMEX/formulaire034-equation012	10^m
KAIST/TrainData2_5_sub_46	\lim_{x \rightarrow - 1} \frac{x^{3} + 1}{x + 1}
HAMEX/formulaire037-equation014	1-q^k
MathBrush/200923-1253-73	 a ^ { b ^ { c ^ d } } 
MfrDB/MfrDB0122	{1^{2}} + 3
HAMEX/formulaire027-equation010	143 + (137 / (9 / 25)) \neq -320
MathBrush/2009220-1327-114	 { \mbox { d } \sum { h } } 
MathBrush/200926-1550-103	 { \cdots + 6 } 
expressmatch/108_carlos	a^xa^y = a^{x+y}
MathBrush/200923-131-214	 \mbox { G } 
MathBrush/200923-1251-186	 \left [ \sum { X } \right ] 
MfrDB/MfrDB3068	\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1
MfrDB/MfrDB2386	{( 12 - x )^{2}}
MathBrush/200923-1251-238	 \sqrt { \alpha } 
MathBrush/2009213-137-20	 \frac { \sin \left ( x \right ) } { \cos \left ( x \right ) } = \tan \left ( x \right ) 
MathBrush/200923-1254-34	 { - \mbox { l } } 
MathBrush/200922-949-116	 \sqrt { { \mbox { V } + \mbox { p } } } 
HAMEX/formulaire017-equation038	(n + 2)
HAMEX/formulaire036-equation062	ds^2 = c^2dt^2 -dx^2 -dy^2 -dz^2
HAMEX/formulaire038-equation070	(148 - 47) \times 62 \leq 6262
HAMEX/formulaire031-equation025	(22 + 197 + 138) \times 20 \geq 7139
expressmatch/107_herbert	a^2 + b^2 = (a+bi)(a-bi)
expressmatch/90_daniel	y = r \sin \theta
HAMEX/formulaire004-equation024	k=k_{m-1} 2^{m-1} + k_{m-2} 2^{m-2} + \ldots + k_1 2 + k_0
HAMEX/formulaire014-equation060	17 \pm 88 / 194
MathBrush/2009213-137-226	 \cos \mbox { m } 
HAMEX/formulaire014-equation073	10^{46}
MfrDB/MfrDB3372	f^{'} ( x ) = \frac{1}{2 \sqrt{x}}
HAMEX/formulaire026-equation010	(26 \times (109 + 4)) + (95 - 145 - 149) = 3037
HAMEX/formulaire028-equation044	d^3 u
MathBrush/200926-131-127	 { - 1.5 } 
KAIST/TrainData1_3_sub_9	\sin^{2} \theta + \cos^{2} \theta = 1
MfrDB/MfrDB1943	\sqrt{a} = {2^{- n}} \sqrt{{4^{n}} a}
HAMEX/formulaire026-equation014	(a_{i,j})
MfrDB/MfrDB2956	\frac{1}{{n^{2}}} \leq \frac{1}{n - 1} - \frac{1}{n}
HAMEX/formulaire026-equation041	17-4^2+4^0
HAMEX/formulaire025-equation015	(140 / 16) \times 92 \leq 805
MathBrush/200923-1251-99	 { Y - { \mbox { S } } _ { C } } 
HAMEX/formulaire028-equation046	z=e^{i\alpha}
HAMEX/formulaire036-equation025	45 / 111 \geq 0
HAMEX/formulaire038-equation013	10^{20}
MathBrush/200923-1253-84	 \frac { x } { a + \frac { x } { b - \frac { x } { c } } } 
MathBrush/200924-1331-201	 z 
MathBrush/2009213-139-249	 \mbox { i } 
MfrDB/MfrDB3295	\int\limits_{0}^{R} \frac{2 x}{1 + {x^{2}}} dx = l o g ( 1 + {R^{2}} )
HAMEX/formulaire018-equation063	b^1 = b
expressmatch/91_caue	\sin \theta = \frac{y}{\sqrt{x^2 + y^2}}
HAMEX/formulaire013-equation008	x \leq y
MathBrush/2009213-137-120	 6.9 
HAMEX/formulaire030-equation013	f(x) = ax^2+ bx + c
HAMEX/formulaire023-equation051	y \neq 0
MfrDB/MfrDB1797	{2^{{x^{3}}}} + {3^{{y^{x - 2}}}} - {2^{y + {x^{2 y}}}}
HAMEX/formulaire029-equation043	4 \times 10^{26}
MathBrush/200923-1556-16	 \frac { H \left ( f \right ) } { { \mbox { T } \mu } } 
HAMEX/formulaire015-equation066	n^2 + n
HAMEX/formulaire013-equation049	\frac{e^{iat}}{n}\sum_{k=0}^{n-1}e^{ikt}
MathBrush/200922-949-256	 \mbox { Ci } 
KAIST/KME2G3_27_sub_28	z_1^2 + 1^z - z_2^2 + 2^z
MathBrush/200923-1254-301	 \sqrt { { \phi + \mbox { c } } } 
MathBrush/200923-131-308	 \sum { \mbox { S } } 
KAIST/KME2G3_28_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
expressmatch/98_daniel	\cos \alpha = \frac{a}{\sqrt{a^2 + b^2 + c^2}}
HAMEX/formulaire010-equation006	(x-x3)^2 + (y-y3)^2 = r^2
MathBrush/200923-1553-187	 c 
MathBrush/200925-1126-122	 \sqrt { { I - \mbox { B } } } 
KAIST/TrainData2_9_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
HAMEX/formulaire023-equation026	a = c
HAMEX/formulaire034-equation007	q=\sum_{i=1}^rc_il_i^2
MfrDB/MfrDB1497	\lim_{n \to \infty} {n^{\frac{1}{n}}} = 1
MfrDB/MfrDB3523	\int\limits_{0}^{\infty} \sqrt{x} {e^{- x}} dx = \frac{1}{2} \sqrt{\pi}
HAMEX/formulaire028-equation053	f(i)
MathBrush/200922-949-28	 \sqrt { \mbox { p } } 
KAIST/TrainData2_12_sub_39	\sin x - \sin y - \sin \left( x - y \right)
MathBrush/200923-1253-218	 \left [ \sum { \mbox { j } } \right ] 
HAMEX/formulaire018-equation001	y_k=f(x_{k+1})-f(x_k)
KAIST/TrainData2_3_sub_51	\lim_{x \rightarrow \frac{\pi}{2} + 0} \tan x = - \infty
HAMEX/formulaire037-equation038	2\times e
expressmatch/75_leissi	c^2 = a^2 + b^2 - 2ab \cos C
MfrDB/MfrDB2917	\sqrt{{x^{2}}} = | x |
MfrDB/MfrDB3246	3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}
MfrDB/MfrDB0034	\frac{{1^{2}} + {2^{3}} + {3^{4}} + {4^{5}}}{{5^{6}} + {6^{7}} + {7^{8}} + {8^{9}}}
HAMEX/formulaire035-equation028	n^{(r)}
MfrDB/MfrDB0009	y = a \cdot \sin ( 2 \pi f t )
HAMEX/formulaire027-equation050	192 \pm 182 - 43
HAMEX/formulaire015-equation025	96 \pm 6 + 43 + 159 + 17 - 15
MathBrush/200923-1254-179	 \left ( 6 \right ) 
MfrDB/MfrDB1447	\frac{b}{{a^{2}} - a} - \frac{b}{a - 1}
MfrDB/MfrDB1021	V = \frac{E}{T}
MathBrush/200923-1254-208	 \frac { y } { q } 
MathBrush/200923-1254-35	 { i } _ { \mbox { R } } 
MfrDB/MfrDB3211	\sum_{n = 0}^{\infty} f_{n} ( x )
HAMEX/formulaire036-equation027	\phi(a, b, 0)=a+b
HAMEX/formulaire004-equation067	c^2t^2-x^2= -1
MathBrush/200923-1254-287	 \left [ P \right ] 
MathBrush/200923-131-298	 \sqrt { h } 
HAMEX/formulaire009-equation022	\lim_{x \rightarrow a}f(x) = 1
KAIST/TrainData2_15_sub_39	\sin x - \sin y - \sin \left( x - y \right)
HAMEX/formulaire028-equation009	(x_1,\ldots,x_p)
KAIST/KME2G3_28_sub_65	[ \frac 2 3 x^{\frac 3 2} ]_0^1
KAIST/TrainData2_4_sub_95	\sqrt{1 + \sqrt{2 + \sqrt{3 + \sqrt{4}}}}
MfrDB/MfrDB2396	( y - 3 ) ( y + 3 ) + ( y + 3 ) = 0
MathBrush/200923-1556-56	 2 \alpha + 3 \sqrt { \beta } 
MathBrush/200924-1331-226	 { \theta } ^ { \infty } \left ( \mbox { n } \right ) 
KAIST/TrainData2_23_sub_71	\frac{\sin B + \sin C}{\cos B + \cos C}
KAIST/KME2G3_23_sub_22	x_x^x + y_y^y + z_z^z - x - y - z
HAMEX/formulaire031-equation027	m-g+1
MathBrush/200922-1017-151	 66 
MfrDB/MfrDB2852	f ( x , y ) = f_{1} ( x y ) + f_{2} ( \frac{x}{y} )
KAIST/TrainData2_26_sub_20	a + b + c + d + e
MathBrush/2009213-139-248	 \mbox { wX } 
MathBrush/200923-1553-32	 a x ^ 4 + b x + c = 0 
MathBrush/200923-1254-245	 \left [ { - \sigma } \right ] 
expressmatch/109_alfonso	\sqrt[x]{\frac{a}{b}} = \frac{\sqrt[x]{a}}{\sqrt[x]{b}}
HAMEX/formulaire010-equation004	\sqrt{zw}=\sqrt{z}\sqrt{w}
MathBrush/200922-947-49	 \cos \left ( 0 \right ) = 1 
KAIST/KME2G3_23_sub_26	x_1 \times x_2 \times x_3 \times x_4 = X
MathBrush/200922-947-180	 \pi \left ( p \right ) 
MfrDB/MfrDB3085	\frac{5}{x + 1} + \frac{5}{{x^{2}} + x}
MfrDB/MfrDB2828	A ( x ) = \frac{1}{x} + \frac{1}{{x^{2}}} + B ( x )
MathBrush/200926-131-53	 { \mbox { xmx } } _ { \mbox { z } } 
MfrDB/MfrDB2941	3 {a^{2}} {b^{3}} + 5 {a^{3}} {b^{2}} - \frac{{a^{5}} {b^{8}}}{2}
HAMEX/formulaire020-equation045	131 \pm (172 \times (28 \times 59)) + (73 + 61)
MathBrush/200923-1553-184	 { { \sqrt { \int y dw } } ^ { \sqrt { \sigma } } + { \sqrt { \mbox { C } } } ^ { \mbox { k } } } 
MathBrush/200926-1617-191	 { c } _ { f } 
KAIST/KME2G3_7_sub_81	\pi \int_c^d \{ g ( y ) \}^2 d y
MfrDB/MfrDB2077	a_{1} + a_{2}
HAMEX/formulaire035-equation072	\lim_{x \rightarrow - \infty}\frac{f(x)}{x} = a
HAMEX/formulaire039-equation017	\beta(t,\beta(s,x)) = \beta(t+s,x)
MathBrush/2009220-1327-66	 \frac { \sqrt { 1 + \cos ^ 2 \left ( \theta \right ) } } { 2 } = \cos \left ( 2 \theta \right ) 
MfrDB/MfrDB2998	m ( b - a ) \leq \int\limits_{a}^{b} f ( x ) dx \leq M ( b - a )
MathBrush/200923-1253-134	 { - \sigma } 
MfrDB/MfrDB1906	| \sin z | = \sqrt{1 - \cos^{2} z}
MathBrush/200924-1331-115	 \sum { \alpha } 
MathBrush/200923-1556-51	 \frac { H } { M } 
HAMEX/formulaire012-equation037	\lim_{x\rightarrow-\infty}f(x) = -\infty
HAMEX/formulaire015-equation063	\frac{Y}{2}
MfrDB/MfrDB3410	{6^{6}} \cdot {6^{2}} = {( {6^{x}} )^{4}}
MathBrush/2009213-137-138	 \mbox { P } 
MathBrush/200926-1550-137	 4 
MathBrush/200923-1251-76	 { \mbox { V } + { V } _ { \mbox { b } } } 
MathBrush/200923-1253-213	 { g \sum { \mbox { A } } } 
MfrDB/MfrDB2155	\sin x = \sin ( x - 2 \pi k )
HAMEX/formulaire003-equation000	12 \div 75 \geq 0
MfrDB/MfrDB0420	44 + f = 55 + x + y
HAMEX/formulaire012-equation039	x_p^1
HAMEX/formulaire003-equation024	p_{1}^{\alpha_{1}}p_{2}^{\alpha_{2}}\ldots p_{k}^{\alpha_{k}}
KAIST/TrainData2_8_sub_11	\sqrt{x - y - z + x^{2} + y^{2} + z^{2}}
KAIST/KME1G3_0_sub_21	A = \sqrt {a + \frac 1 {\sqrt {a + \frac 1 {\sqrt a}}}} + \sqrt b
HAMEX/formulaire003-equation030	186 \pm 6 + 98 + 176 + 92
HAMEX/formulaire033-equation003	\frac1{g(y)} dy = f(x) dx
HAMEX/formulaire018-equation039	p = a (1 - e^2)
MfrDB/MfrDB1842	{6^{6}} \cdot {6^{2}} = {( {6^{x}} )^{4}}
MathBrush/200925-1126-138	 { \cdots + \gamma } 
MfrDB/MfrDB1866	\int\limits_{a}^{a} f ( x ) dx = 0
HAMEX/formulaire012-equation049	a_{tan} = r\alpha
expressmatch/116_Frank	x = \frac{-b \pm \sqrt{b^2 -4ac}}{2a}
MfrDB/MfrDB2271	( x + y ) z = x z + y z
HAMEX/formulaire012-equation021	a_0=x
MathBrush/2009210-947-6	 \sum _ { n = 1 } ^ N \left ( - 1 \right ) ^ n \sin \left ( n x \right ) 
MathBrush/200925-1126-132	 \pi 
HAMEX/formulaire001-equation050	113 + (168 \div 86) \leq 115
KAIST/TrainData1_7_sub_7	\tan z = \frac{\sin z}{\cos z}
expressmatch/94_david	"\frac{a}{\sin A} = \frac{b}{\sin B} = \frac{c}{\sin C}
"
MathBrush/200923-1254-21	 4 
HAMEX/formulaire008-equation042	(\pm 1,0,0,\pm 1)
expressmatch/91_fujita	\sin \theta = \frac{y}{\sqrt{x^2 + y^2}}
HAMEX/formulaire034-equation030	89 \times (163 \times 40) \leq 580280
HAMEX/formulaire034-equation009	X_1,\ldots,X_p
HAMEX/formulaire026-equation065	(139 + 33 - 176) / ((132 - 98) / (187 + 36)) \neq -4
MfrDB/MfrDB3049	\lim_{x \to c} f ( x ) = f ( c )
MfrDB/MfrDB0945	1 = 2 - 1
HAMEX/formulaire009-equation050	96 \times (0 - 53) \geq -5088
MathBrush/2009212-1031-127	 \frac { { \mbox { R } \beta } } { \mbox { u } } 
HAMEX/formulaire007-equation067	h = \frac {1}{2} \times 9,81 \times 0,5^{2}
MfrDB/MfrDB2090	\frac{\sqrt{99 {x^{7}}}}{11 {x^{3}}}
MathBrush/2009220-1327-54	 \log _2 \left ( 2 ^ 5 \right ) = 5 
KAIST/TrainData2_2_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
MfrDB/MfrDB3014	\lim_{n \to \infty} \frac{n !}{\sqrt{2 \pi n} ( \frac{n}{e} )} = 1
HAMEX/formulaire034-equation054	u(x) = a(x+1)
KAIST/TrainData2_14_sub_6	x_{i} - x_{i + 1} + x_{i + 2}
HAMEX/formulaire018-equation028	2 \times 3
MfrDB/MfrDB3533	E = E_{k} + E_{p}
HAMEX/formulaire022-equation034	({d_1}, {d_2}, {d_3}, {d_4})
HAMEX/formulaire001-equation007	(n,0)
HAMEX/formulaire036-equation054	sp_{t}
MathBrush/200926-1617-250	 \mbox { xi } 
MfrDB/MfrDB1254	a_{n} = a_{1} + ( n - 1 ) d
MathBrush/2009213-137-200	 \mbox { hv } 
HAMEX/formulaire008-equation006	x^2 - dy^2 =\pm 1
MathBrush/200923-1553-130	 t 
MathBrush/200924-1312-95	 \sin { a } _ { S } 
HAMEX/formulaire025-equation005	(90 / (42 \times 140)) + 80 \geq 79
HAMEX/formulaire037-equation046	\frac{1}{10} = \frac{3}{5} - \frac{1}{2} = -1 + \frac{3}{5} + \frac{1}{2}
HAMEX/formulaire037-equation011	60 = 2 \times 2 \times 3 \times 5
MathBrush/200926-1617-42	 \frac { 1 } { 3 } \pi r ^ 2 h 
HAMEX/formulaire020-equation029	\phi(a, 0, n+1)=\phi(n, 0, 0)
MathBrush/2009212-952-122	 0.7 
MathBrush/200923-1253-22	 { m } _ { \mbox { d } } 
HAMEX/formulaire024-equation006	y^2= ax^3 + bx^2 + cx + d
HAMEX/formulaire026-equation064	{e^t}X_t
HAMEX/formulaire002-equation055	(18 + 22) \div 92 \neq 0
